
Plaque d'immatriculation;Agent;Date de depart;Date d'echeance;Creneau horaire de passage;Type d'intervention;Heure de passage prevu;Duree;Commentaires;Identifiant externe;Identifiant externe client;Prenom;Nom;Mobile;Telephone;Courriel;Adresse;Latitude;Longitude;Competence;Agent privilegie;Poids;Volume;Référence de commande;Hub;Partner;ID;VILLE;Pays;CS;Expéditeur
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;09:47;5;;RIKONIW0___;;;QITAB, Abdesselam ALAOUI SMAILI;+212661141442;+212661141442;;00 Résidence terasse de l'ocean Visa B11 Bld Abdelhadi Boutaleb Hay Hassani Casablanca;33.5753498;-7.6794835;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;09:59;5;;BLKTM6PU;701364;Passage CNSS;CASBDAFGHANISTAN;+212522914956;+212522914956;;Hay Hassani Derb Jdid Avenue Afghnistan N? 394 Casablanca;33.5707974;-7.6774472;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:05;5;;1ZPTDAET___;;;inwi, NAJAH ABDELLAH;+212674818493;+212674818493;;00 JAMILA 03 RUE 12 NR 09 Casablanca;33.5700227;-7.6769036;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:10;5;;YW6XPFUX___;;;Moroccan Bazaar, Mohammed billaoudil;+212622914058;+212622914058;;N 80 rue 13 el alia 1 oulfa hay hassani Casablanca;33.5688959;-7.6773585;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:18;5;;QACX8TCR___;;;inwi, TALAYI RADOUAN;+212622200076;+212622200076;;00 EL BARAKA GH 2 IMM 19 APPARTEMENT 17 Casablanca;33.5611774;-7.675243999999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:23;5;;7FULGGEZ___;;;NUTRILIONZ, yassine laaroussi;+212625347053;+212625347053;;etage A5 Appartement N 3 LOTTISS KHOUZAMA Casablanca;33.5597962;-7.6761708;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;10:29;5;;7YNM8EZU;083816;Passage CNSS;BC CASA OULFA;+212699340218;+212699340218;;Bd Oum Rabia. Hay El Oulfa Hay El Oulfa 20202 CASABLANCA Casablanca;33.5578356;-7.6803061;;;1;0;DM220497837;M2T;BARID CASH;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:36;5;;1IIKDVAS___;;;COOPERATIVE DAR LEMLIH, MME FATIMA;+212623904189;+212623904189;;RUE 159 N 16 OULFA Casablanca;33.5554942;-7.679229299999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:41;5;;6CC84KVA___;;;inwi, HOUSSAINI FATIMA ZAHRA;+212624898336;+212624898336;;00 charaf 02 res 22 imm 02 app10 oulfa Casablanca;33.5554942;-7.679229299999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:48;5;;XXAL2TBZ___;;;Warak_CNSS, M2T_CASH PLUS_700733;+212662587245;+212662587245;;Boulevard Oued Sebou,Arrahma Casablanca;33.5525743;-7.6785159;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;10:56;5;;IXHR8J78___;;;Moroccan Bazaar, Maryam Kessassi;+212602988027;+212602988027;;51 BD ouad Moulouya lotissement selouane ETG 5 oulfa Casablanca;33.5465963;-7.6778078;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;11:04;5;;HIFU5WJP___;;;Moroccan Bazaar, الهام الشرقاوي;+212771557799;+212771557799;;lotissement roubir immeuble 209 appartement 4 Casablanca;33.5416779;-7.6843308;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;11:09;5;;H6E0EKHL;024022;Passage CNSS;Chaabi Cash M2t- Zoubir Casablanca;+212679447582;+212679447582;;N119 Lotissement Zoubir Rdc Casablanca Zoubir Casablanca Casablanca;33.541341;-7.6858772;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;11:17;5;;VNATF48C;098968;Passage CNSS;FDC CASA FARAH SALAM;+212663435170;+212663435170;;ROND POINT FARAH ESSALAM EL AZHAR Nø6 OULFA CASABLANCA Casablanca;33.5394768;-7.6932565;;;1;0;DM220497837;M2T;BARID CASH;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;11:22;5;;KARJZSLX;009491;Passage CNSS;Chaabi Cash SKY COS;+212661301597;+212661301597;;Cite Essalam Bis Square Res Al Manar Imm 2 Magasin N 21 Casablanca Cite Essalam Casablanca Casablanca;33.5379904;-7.693401;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;11:34;5;;O9JY369A___;;;inwi, AZZA ADIL;+212671160320;+212671160320;;00 JAMILA 7 RUE 8 N 57 ( ECOLE MAJDA) Casablanca;33.536734;-7.6798307;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;11:44;5;;NYBFQQQP;701415;Passage CNSS;Lissafa 2 El Marchi;+212614815544;+212614815544;;Marcher lissasfa2 n2 route aljadida Casablanca;33.532947;-7.67006;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;11:57;5;;PK9T2KWI___;;;PERSONIMO.MA, Rania Guessous;+212661320556;+212661320556;;00 Mohamed Taieb Naciri Résidence Ziad B Casablanca;33.5505054;-7.672361;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;12:05;5;;A0CFX83F;000516;Passage CNSS;Chaabi Cash M2t- Casablanca - El Oulfa;+212625390026;+212625390026;;N 67 Lot Chahdia El Oulfa Casablanca Casablanca;33.5475422;-7.681207;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;12:10;5;;3YTURJDD;700326;Passage CNSS;ESSALAM OULFA;+212661163064;+212661163064;;Boulvard Salam n 22 Oulfa Casablanca;33.5472016;-7.6816053;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;12:15;5;;TTQUKNTX;700396;Passage CNSS;CASCHAHDIA;+212522897197;+212522897197;;N? 323 Bd Oued Daoura Lot Chahdia Casablanca;33.5473084;-7.6811195;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;12:24;5;;34AXUCT6;083847;Passage CNSS;BC CASA AZHARI;+212602358865;+212602358865;;42 Extension Bd de Sebou 20240 casablanca Casablanca;33.5506086;-7.6842857;;;1;0;DM220497837;M2T;BARID CASH;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;12:32;5;;E4ADL6UM___;;;Moroccan Bazaar, fatimazahrae barada;+212661268415;+212661268415;;hay alfa 00 Casablanca;33.5548623;-7.683641799999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;12:39;5;;LWNABDAU;701288;Passage CNSS;EL OULFA 2;+212662745975;+212662745975;;GROUP S RUE 56 N 95 QUARTIE OULFA Casablanca;33.5558071;-7.6855447;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;12:47;5;;3SDFI6FE___;;;inwi, CHIGRI ILHAM;+212663525468;+212663525468;;00 SIDI EL KHADIR RUE 3 NUMERO 25 Casablanca;33.5617679;-7.6844537;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;12:53;5;;0EEZIGMS___;;;inwi, NOUREDDINE EL ABBASSI;+212643189380;+212643189380;;00 HAY EL BARAKA KARIA RUE MLY ABDESSALAM NRD 55 Salé;33.568001;-7.684329999999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;12:58;5;;HNIY1WBL___;;;inwi, AMINE MOURAD;+212602144056;+212602144056;;00 HAY EL BARAKA AL HOUDA RUE 16 N 275 Casablanca;33.568001;-7.684329999999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;13:03;5;;2SM4KHYX___;;;MAFITIS, Ichou Hanane;+212625439655;+212625439655;;45 AV C ETG 4 Hay el baraka Casablanca;33.568001;-7.684329999999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;13:15;5;;JGGI4SRM___;;;inwi, AZIZE AHMED;+212688888602;+212688888602;;00 SIDI MAAROUF 5 RUE 64 IMMEUBLE N°4 1er étage Casablanca;33.5620691;-7.692520999999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;13:22;5;;JNTDEYVF;701145;Passage CNSS;CASELOULFA;+212660005391;+212660005391;;wifak 2 .rue 65 n 40 oulfa Casablanca;33.5593747;-7.6925247;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;13:32;5;;LQOJEXCN;702299;Passage CNSS;Riad El Oulfa;+212669400655;+212669400655;;5 op raid oulfa etg mg 141 gr 39 Casablanca;33.5514443;-7.7026269;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;13:45;5;;Q2HF18GN;702181;Passage CNSS;RAHMA CENTRE;+212665670718;+212665670718;;RAHMA CENTRE Casablanca;33.5351396;-7.7212838;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;13:55;5;;KVUSR1VC;700733;Passage CNSS;Arrahma 80;+212662587245;+212662587245;;Boulevard Oued Sebou,Arrahma Casablanca;33.5294571;-7.7351284;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;14:05;5;;HN0HDTDR;009094;Passage CNSS;Chaabi Cash GBNI;+212614068079;+212614068079;;Ikamat Al Amal Gh 4 Imm 38 Rahma Casablanca Casablanca;33.5345581;-7.7360923;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;14:11;5;;V7ESTSHW;009504;Passage CNSS;CHAABI Cash MK Khadamat;+212661265566;+212661265566;;Jnane El Mouhit Gh5 Imm J10 Magasin N 28 Dar Bouazza Casablanca Jnane El Mouhit Dar Bouazza Dar bouazza;33.536344;-7.737108;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;14:43;5;;Y04ORQUF;701804;Passage CNSS;Tamaris km 19;+212663762270;+212663762270;;Km 19 route d azemourTamaris 2 Casablanca;33.501342;-7.856983;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:02;5;;B4UVDKZQ;083781;Passage CNSS;BC DAR BOUAZZA;+212702093126;+212702093126;;Centre Commune Rurale Dar Bouazza 27223 NOUACEUR Nouaceur;33.5214229;-7.8231982;;;1;0;DM220497837;M2T;BARID CASH;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;15:09;5;;CL2JJ527___;;;M2T, ES13040Agence AttawfikCasa Dar Bouazza;+212600000000;+212600000000;;Village pilote lot 292 RDC Dar Bouazza Casablanca;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;15:14;5;;5HUKK5BQ___;;;M2T, ES9481Chaabi Cash Marocaine des affaires diverses;+212664271765;+212664271765;;Riad Rahma 2 Gh3 Imm 3 Magasin 03 Projet Alliance Dar Bouazza Casablanca;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;15:19;5;;A6WXTKGO___;;;COOPERATIVE DAR LEMLIH, MME KHADIJA;+212666811090;+212666811090;;RESIDENCE HADAIK RABII ENTREE ECOLE BELGE VILLA 44 DAR BOUAZZA Casablanca;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;09:00-17:00;;15:24;5;;W0CZWJAM___;;;Moroccan Bazaar, sofia skali;+212680845124;+212680845124;;residence next house villa N 45 Casablanca;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:29;5;;VZ3IAFJ6___;;;TOP MACHINERY ( BRICONET ), FETTAH HOUCINE;+212663743910;+212663743910;;00 GRAND BOULEVARD PROVINCE DE NOUACEUR Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:34;5;;VS6OBHR1___;;;M2T, ES9429Chaabi Cash IMA-WAL Services;+212664682269;+212664682269;;Gh Immeuble 1 Magasin N24 Park Errahma Errahma 2 Casa Dar Bouazza 00 Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:39;5;;HZFVCUKQ___;;;CNSS, M2T_M2T_009380;+212644439147;+212644439147;;Mag 7 Imm 17 Gh 4 Dyar Al Amal Errahma Dar Boazza Casablanca Dar Bouazza Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:44;5;;AXZ2QFPO___;;;M2T, ES9477Chaabi Cash Easy Payment;+212662087464;+212662087464;;Magasin Rdc Lot N 02 lotissement Inane Errahma Errahma Darbouazza Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:49;5;;FM17WDPA___;;;M2T, ES9563Chaabi Cash S2A Service;+212661089576;+212661089576;;6 Operation Annakhil Rahma Gh7 Magasin N 02 CASA Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:54;5;;VU15CPTX___;;;M2T, ES9234Chaabi Cash Mors Service;+212661869343;+212661869343;;N 9 LOT AL FATH S 4 GH38 IMM 282 DAR BOUAZZA 00 Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;15:59;5;;__GM3G1STS__;;;Moroccan Bazaar, sofia skali;+212680845124;;;residence next house villa N 45 Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;16:04;5;;__AXZ2QFPO__;;;CNSS, M2T_M2T_009380;+212644439147;+212644439147;;Mag 7 Imm 17 Gh 4 Dyar Al Amal Errahma Dar Boazza Casablanca Dar Bouazza Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;16:09;5;;GOF2MKRK___;;;M2T, ES9504CHAABI Cash MK Khadamat;+212661265566;+212661265566;;Jnane El Mouhit Gh5 Imm J10 Magasin N 28 Dar Bouazza Dar bouazza;33.524034;-7.825917399999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;16:46;5;;1S3QCCUO___;;;M2T, ES984Chaabi Cach Diverta;+212687324776;+212687324776;;Mag Lotiss Ryad Sahel Lot N 53 Had Soualem Berrechid -Soualem Had soualem;33.4259206;-7.842347599999999;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;16:52;5;;CSNIMN2H___;;;TOP MACHINERY ( BRICONET ), ABDELMAJID QZAIBAR;+212668446028;+212668446028;;00 RYAD SAHEL PROVINCE DE BERRECHID Had soualem;33.4246841;-7.8431564;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:01;5;;DTETAENW___;;;M2T, ES10386Tasshilat Benghalem;+212618962438;+212618962438;;Douar Ouled Allal Sahel Ouled Hriz 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:06;5;;ZLJBUYH0___;;;TOP MACHINERY ( BRICONET ), HASSAN KAMAL;+212661422057;+212661422057;;00 ROUTE BIR JDID PROVINCE DE BERRECHID Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:11;5;;DEVV01GM___;;;M2T, ES866Chaabi Cash Soualem Phone;+212661511838;+212661511838;;190 Lotissement Sahel Had Soualem Had Soualem 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:16;5;;VOEYNIDX___;;;NUTRILIONZ, YASSINE ECHARAFI;+212601790171;+212601790171;;CENTRE COMMERCIAL 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:21;5;;RRNOSEKT___;;;2WLS, brahim ait mouh;+212638439408;+212638439408;;00 lot souk el kdim n°148 hed el swalm Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:26;5;;__HBK8QP0S__;;;2WLS, brahim ait mouh;+212638439408;+212638439408;;00 lot souk el kdim n°148 hed el swalm Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:31;5;;__PNZRJF0K__;;;M2T, ES10386Tasshilat Benghalem;+212618962438;+212618962438;;Douar Ouled Allal Sahel Ouled Hriz 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:36;5;;__FTH6R6EN__;;;TOP MACHINERY ( BRICONET ), HASSAN KAMAL;+212661422057;+212661422057;;00 ROUTE BIR JDID PROVINCE DE BERRECHID Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:41;5;;__CRUGJTXK__;;;M2T, ES866Chaabi Cash Soualem Phone;+212661511838;+212661511838;;190 Lotissement Sahel Had Soualem Had Soualem 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:46;5;;__RRNOSEKT__;;;NUTRILIONZ, YASSINE ECHARAFI;+212601790171;+212601790171;;CENTRE COMMERCIAL 00 Had soualem;33.42125559999999;-7.8469981;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:54;5;;CRUGJTXK___;;;M2T, ES970Chaabi Cash EDIS;+212661717979;+212661717979;;tashilat prét de pharmacie yasmina ، حد السوالم Had soualem;33.4199864;-7.8523787;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;17:59;5;;HBK8QP0S___;;;2WLS, MOHAMED ait mouh;+212610773739;+212610773739;;00 dyar dakhama 3 appart 16 imm 50 hed soualem Had soualem;33.4201747;-7.852828000000001;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;18:04;5;;__CSNIMN2H__;;;2WLS, MOHAMED ait mouh;+212610773739;+212610773739;;00 dyar dakhama 3 appart 16 imm 50 hed soualem Had soualem;33.4201747;-7.852828000000001;;;1;0;;;;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;14:00-19:00;;18:49;5;;5ZEVMUYR;009234;Passage CNSS;Chaabi Cash Mors Service;+212661869343;+212661869343;;N 9 Lot Al Fath S 4 Gh38 Imm 282 Dar Bouazza Dar bouazza;33.5165996;-7.7181208;;;1;0;DM220497837;M2T;M2T;;;;;
94671-H-6;Ghyab Taoufik;18/04/2022;;10:00-19:00;;18:59;5;;8OMQNYYK;701955;Passage CNSS;IRAQUI RES BADR;+212645257844;+212645257844;;12 RUE BOUJEMAA 1 ER ETG APT N 6 Casablanca;33.5174743;-7.7072098;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;10:00;5;;AXABUDWZ;700363;Passage CNSS;AHFIR;+212536627374;+212536627374;;Rue Berkane N° 52 Ahfir;34.951819;-2.099753;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;10:45;5;;R82DPQXQ;083919;Passage CNSS;BC SAIDIA;+212701083125;+212701083125;;Angle Bd Hassan II et Rue de la Poste 63602 SAIDIA Berkane;35.08594;-2.226403;;;1;0;DM220497837;M2T;BARID CASH;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;10:52;5;;W8SVXHJV;003599;Passage CNSS;Chaabi Cash TM Travaux;+212638931271;+212638931271;;Lotiss Ikhae NÂ°24 Saidia Saidia;35.08496;-2.22135;;;1;0;DM220497837;M2T;M2T;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;11:23;5;;KJ7SB0WI;702139;Passage CNSS;CAFE MAURE;+212618673490;+212618673490;;RUE AL FATH LOT AL ANSAR 02 LAATAMNA Laatamna;35.009495;-2.26107;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;11:46;5;;HBX5IKIH;003342;Passage CNSS;Chaabi Cash Afroukh;+212613176393;+212613176393;;Souk Lakhmiss Centre Madagh Madagh;35.01055;-2.33756;;;1;0;DM220497837;M2T;M2T;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;12:11;5;;YB4CWH9Z;006438;Passage CNSS;Chaabi Cash Centre de Services et de Financement;+212620307565;+212620307565;;16 Al Ahram Hay Al Massira Berkane Berkane Berkane;34.93566;-2.33132;;;1;0;DM220497837;M2T;M2T;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;12:16;5;;N9YF64UY;702007;Passage CNSS;BERALAHRAM;+212670843813;+212670843813;;Boulevard El Ahram Rue El Massira Berkane Berkane;34.934518;-2.331045;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;12:25;5;;8A0DYXNU;701345;Passage CNSS;BERKANE;+212536230803;+212536230803;;69,Rue Chouhada Berkane;34.92867;-2.334098;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;12:40;5;;TMY3ALQG;006577;Passage CNSS;Chaabi Cash Gusto Car;+212601559656;+212601559656;;Bloc Ae2 Bd Prince Heritier Sidi Slimane Cheraa Sidi Slimane Chraa Berkane;34.91114;-2.34746;;;1;0;DM220497837;M2T;M2T;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;12:54;5;;QP8P2XSL;700360;Passage CNSS;IBNOUSINA;+212536615888;+212536615888;;HAY IBNO SINAE HAY BOUKRAA Berkane;34.921882;-2.324608;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;13:01;5;;SM4CMDFJ;700093;Passage CNSS;BERELYOUSSFI;+212661980409;+212661980409;;N 9 RUR EL MOUAHIDINE HAY BOUKRAA Berkane;34.92159;-2.322832;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;13:10;5;;VGNRBMC2;006666;Passage CNSS;Chaabi Cash Al Wijdan Service;+212622096128;+212622096128;;45 Rue Sijilmassa Hay Palestine Berkane Berkane Berkane;34.91566;-2.3158;;;1;0;DM220497837;M2T;M2T;;;;;
34602 - B - 7;El bachir  ayyadi;18/04/2022;;10:00-19:00;;13:15;5;;1EAMYAIJ;083765;Passage CNSS;BC BERKANE EL OUIDADAYA;+212700617427;+212700617427;;Rue Sijilmassa Quartier El Ouidadia 63302 BERKANE Berkane;34.9163452;-2.3154867;;;1;0;DM220497837;M2T;BARID CASH;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:00;5;;X2RVHGID___;;;Moroccan Bazaar, ايمان الصنهاجي;+212669433320;+212669433320;;Rue mouna sidi omar 00 Berrechid;33.268687;-7.5843171;;;1;0;;;;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:05;5;;FCNPSXH5___;;;2WLS, Radouane El Harradji;+212668411135;+212668411135;;00 70 rue kassr el badii Hay Ryad Berrechid;33.268687;-7.5843171;;;1;0;;;;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:11;5;;A3LZ6ZEY;006525;Passage CNSS;Chaabi Cash ZMJ Technologie;+212678878600;+212678878600;;86 Rue Ali Bnou Abi Talib Berrechid Berrechid Berrechid;33.26697;-7.58503;;;1;0;DM220497837;M2T;M2T;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:18;5;;LCVGNUBR___;;;AVITO, JAWAD ESSERH;+212633850619;+212633850619;;CENTE VILLE 1 Berrechid;33.2662874;-7.578925899999999;;;1;0;;;;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:24;5;;FLU1ECHV___;;;M2T, ES11071 Tasshilat Khaoua;+212662707595;+212662707595;;51 BD Brahim Roudani Hay Zahra Berrechid Berrechid;33.26411947050329;-7.575444668240252;;;1;0;;;;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:29;5;;CGEGWYBV;006002;Passage CNSS;Chaabi Cash Promabi;+212661134090;+212661134090;;NÂ°143 Rue Brahim Roudani Brahim Roudani Berrechid Berrechid;33.26352;-7.57466;;;1;0;DM220497837;M2T;M2T;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:35;5;;NNIOSWRW;010056;Passage CNSS;Chaabi Cash Lamari;+212664240278;+212664240278;;147 Bd Brahim Roudani El Wahda Berrechid Berrechid Berrechid;33.26385;-7.5713;;;1;0;DM220497837;M2T;M2T;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:42;5;;Z8RFOXAP;083416;Passage CNSS;BC BERRECHID HAY HASSANI;+212604800098;+212604800098;;Bd Rahhal Meskini 26102 Berrechid Berrechid;33.26908;-7.57391;;;1;0;DM220497837;M2T;BARID CASH;;;;;
95101-H-6;"morad hammaoui ";18/04/2022;;10:00-13:00;;10:48;5;;WXXH8PBZ;000519;Passage CNSS;Chaabi Cash M2t - Berrechid - Hay Hassan;+212636808349;+212636808349;;N560 Hay Hassani Berrechid Berrechid;33.27219;-7.57146;;;1;0;DM220497837;M2T;M2T;;;;;
