Plaque d'immatriculation;Agent;Date de depart;Date d'echeance;Creneau horaire de passage;Type d'intervention;Heure de passage prevu;Duree;Commentaires;Identifiant externe;Identifiant externe client;Prenom;Nom;Mobile;Telephone;Courriel;Adresse;Latitude;Longitude;Competence;Agent privilegie;Poids;Volume;Référence de commande;Hub;Partner;ID;VILLE;Pays;CS;Expéditeur
95101-H-6;morad hammaoui ;30/03/2022;;13:00-19:00;;17:31;5;;RBQSYXES;700854;;MOUJAMAA ELKHEIR;2,12669E+11;2,12669E+11;;LOT 517 N° 1 QUARTIER MOUJAMAA ELKHEIR Settat;32.99204;-7.60165;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
95101-H-6;morad hammaoui ;30/03/2022;;10:00-19:00;;18:59;5;;WK6EUBOE;701087;;OULED FARES SETTAT;2,12661E+11;2,12661E+11;;18 ROUTE OD AYAD CENTRE OULED FARES Ouled faress;32.78949;-7.21101;;;1;0;DM220384298;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;10:00;5;;1HBGSZDO;700289;;AZOUZIA GARE ROUTIÉRE;2,12639E+11;2,12639E+11;;OPER BAB MANZAH MAG 38 AZOUZIAEn face la gare rout Marrakech;31.68359;-8.07465;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;10:23;5;;GQJXRKVS;004042;;Tasshilat KM Tech;2,12663E+11;2,12663E+11;;NÂ° 554 Afaq I Saada Marrakech Marrakech;31.64442;-8.11397;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;10:44;5;;8UZRPQLB;004075;;Chaabi Cash Librairie Papeterie;2,12661E+11;2,12661E+11;;Zone 15 Groupe Gh2 Imm 9 Appt N5 Les Portes De Marrakech Marrakech Marrakech;31.63024;-8.0758;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;10:52;5;;SDZFMLBD;700217;;HAY IZIKI;2,12663E+11;2,12663E+11;;MAG Z3 OPERATION AMAL 2 IZIKI Marrakech;31.62775;-8.06808;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;10:57;5;;L7FE3HNL;701652;;DOUAR IZIKI;2,12633E+11;2,12633E+11;;108 RTE Essaouira MarrakechDouar iziki Marrakech;31.62775;-8.06808;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;11:09;5;;1M5C0KL1;000539;;Chaabi Cash M2T Marrakech Saleh;2,12674E+11;2,12674E+11;;N B-404 Hay Al Massira Ii Marrakech Marrakech;31.6293;-8.0671;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;11:28;5;;UVU7QW0D;700239;;MASSIRA3 FR;2,12626E+11;2,12626E+11;;Immenble Farach boullevad Massira 3 Marrakech;31.64298;-8.06516;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;11:45;5;;JKATP5AA;701118;;Massira 2 Lgharb;2,12613E+11;2,12613E+11;;Magasin n 24 operation gharb b 1 Massira 2 Operati Marrakech;31.63513;-8.06337;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;11:55;5;;IUNQLRTD;004218;;Chaabi Cash First Family;2,12671E+11;2,12671E+11;;Imm 532 Massira 1 A Mag 1 Marrakech Massira 1 Marrakech Marrakech;31.63174;-8.05241;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;12:19;5;;CKHYMOL9;083719;;BC MARRAKECH DOUAR IZIKI;2,12213E+11;2,12213E+11;;Rue LaÆ’youne Douar Iziki 40004 MARRAKECH CASABLANCA;31.6249381;-8.0583956;;;1;0;DM220385952;M2T;BARID CASH;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;12:26;5;;VMM2D0GB;004220;;Chaabi Cash Assar Cash;2,12691E+11;2,12691E+11;;Hay Iziki El Jadid No 394 Marrakech Hay Iziki El Jadid Marrakech Marrakech;31.62092;-8.05903;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;12:32;5;;NMSQOU4D;700060;;MARIZIKIFR;2,1266E+11;2,1266E+11;;Hay Iziki N?1 C4 Marrakech;31.62189;-8.0558;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;12:55;5;;EGDUDZLU;015108;;Tasshilat Hajrati;2,1268E+11;2,1268E+11;;1874 Mhamid Maatallah Marrakech Marrakech;31.60431;-8.05163;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:03;5;;9NZYTJHK;701631;;MAATALLAH;2,12656E+11;2,12656E+11;;Lotissement Maatalah 2168 Askjour N 21Maatallah Marrakech;31.59942;-8.05234;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:12;5;;WL1EVP7Z;700071;;MARLAMHAMIDFR2;2,1261E+11;2,1261E+11;;Lamhamid Hosna 1 N 365 Marrakech Marrakech;31.59493;-8.05064;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:18;5;;CLNJPAWZ;097976;;MASTER CASHÃ¿MARRAKECH HASSAN 2;2,12213E+11;2,12213E+11;;AVENUE HASSAN 2 IMMEUBLE DAHIR HAY HASSANI BLOC A MAGASIN C MARRAKECH CASABLANCA;31.593176;-8.053132;;;1;0;DM220385952;M2T;BARID CASH;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:27;5;;GMJI1JLG;083422;;BC MARRAKECH BORJ ZAITOUN;2,12213E+11;2,12213E+11;;NÃ¸07 ET 08 GH2-MHAMID 07-OPÂRATION BORJ AZZAITOUNE, 40160, MARRAKECH CASABLANCA;31.587218;-8.048861;;;1;0;DM220385952;M2T;BARID CASH;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:37;5;;DTXXGMSF;004127;;Chaabi Cash IMMI Services;2,12662E+11;2,12662E+11;;Magasin 1 N 1656 Bloc 33 M Hamid Marrakech Marrakech;31.59225;-8.03868;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;13:54;5;;FPA1KUX5;700403;;LAMHAMID;2,12524E+11;2,12524E+11;;Lamhamid Aghli 1 N? 33 Marrakech Lamnara Marrakech;31.59346;-8.03071;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;14:01;5;;GQVRTXHH;004219;;Chaabi Cash Airport Money Center;2,12668E+11;2,12668E+11;;Mag Sis A N 209 Mhamid 3 Marrakech Mhamid 3 Marrakech Marrakech;31.59695;-8.02842;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;14:10;5;;ANQYIFBO;701886;;BOUAAKAZ;2,12611E+11;2,12611E+11;;Dr bouaakaz bloc 8 N 302 Mhamid BOUAAKAZ Marrakech;31.59487;-8.02253;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;14:20;5;;LMGKX5L0;700537;;Cherifia Marrakech;2,12666E+11;2,12666E+11;;Mag 142 Complexe Cherifia Rte Amezmiz Marrakech;31.58784;-8.00988;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;14:42;5;;XCOHNWUK;701270;;MARRAKECH El Manar Guiliz;2,12671E+11;2,12671E+11;;Opération el manar 6 Imm B rue al irak Guiliz Marrakech;31.622893;-8.028599;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;14:51;5;;LLUXP4GJ;701517;;DOUAR ASKAR 2;2,12664E+11;2,12664E+11;;11 BIS DOUAR LASKAR Marrakech;31.62774;-8.04209;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;15:01;5;;3UPUQJHQ;701996;;SIDI MBARK;2,12614E+11;2,12614E+11;;Sidi mbarek n 457 targa marrakech Marrakech;31.63464;-8.04153;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;15:08;5;;RV2TF3JO;004131;;Chaabi Cash Namaoui Invest;2,12669E+11;2,12669E+11;;N 14 Lotissement Safsaf Targa Marrakech Marrakech;31.63683;-8.04922;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;15:16;5;;PSPG7RMF;004167;;Chaabi Cash Transation Sofia;2,12667E+11;2,12667E+11;;Douar Sidi Mbarek Opration Bahia Immeuble B3 N 21 Marrakech Marrakech;31.64062;-8.04641;;;1;0;DM220385952;M2T;M2T;;;;;
6415 T 6;Hassan  Ait said;30/03/2022;;10:00-19:00;;15:38;5;;UUKFE8QG;701317;;AKIOUD FR 2;2,12665E+11;2,12665E+11;;N1 LOT ENNOUR AKIOUD Marrakech;31.65233;-8.03214;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:00;5;;PY5DESDD;008127;;Tasshilat Bengrich;2,12662E+11;2,12662E+11;;Av Des Far Dcheira El Jihadia Dcheira el jihadia;30.36482;-9.540778;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:09;5;;GCGKMARF;701843;;HAY RMEL INZGANE;2,12661E+11;2,12661E+11;;13 E AV IBN TOFAYL HAY RMEL ,86350 INEZGANEHAY RME Inezgane;30.35849;-9.54972;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:18;5;;81REVME0;700430;;AGADIR TARAST;2,12529E+11;2,12529E+11;;AVENUE MY CHERIF BLOC 10 Agadir;30.35181;-9.55453;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:25;5;;LHLMFFW7;008093;;Chaabi Cash R&M Univers;2,12612E+11;2,12612E+11;;Voie 6 N14 Hay Sidi Fadoul Tarrast Inezgane Inezgane;30.34811;-9.5592;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:36;5;;QNV51NMT;083769;;BC INEZGANE TARRAST;2,12213E+11;2,12213E+11;;Hay Ermel Tarrast 86355 INEZGANE CASABLANCA;30.3497281;-9.5488438;;;1;0;DM220385952;M2T;BARID CASH;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:44;5;;RHZIZ14U;701172;;BOUZGAR;2,12655E+11;2,12655E+11;;N 10 AV BOUZGAR JORF INEZGANE Inezgane;30.34936;-9.5404;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:50;5;;FMIN51DS;083643;;BC INEZGANE MESDOURA;2,12213E+11;2,12213E+11;;Avenue Moulay Ali Cherif Jorf 86353 INEZGANE CASABLANCA;30.3517129;-9.537655;;;1;0;DM220385952;M2T;BARID CASH;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;10:56;5;;PPKA5KOA;700448;;INZEGAN HAY EL MOUADAFIN;2,12529E+11;2,12529E+11;;AVENUE HASSAN 1 ER CITE MY ISMAIL Inezgane;30.35544;-9.53342;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:03;5;;FJ2VFMXY;702236;;Ait Melloul Hay TAMAZART;2,12669E+11;2,12669E+11;;av laayoune lot tamazart Ait melloul;30.35092;-9.53038;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:15;5;;GT9WZ2TP;702148;;ASSAYS AIT MELLOUL;2,12662E+11;2,12662E+11;;B 3 N 18 boulevard Mohamed 5 Ait melloul;30.34867;-9.50457;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:22;5;;N1APTKOK;700539;;AIT MELLOUL HAY ALMOSTAQBAL;2,12661E+11;2,12661E+11;;Av ait baamrane hay el mostaqbal ait melloulel mos Ait melloul;30.35035;-9.49289;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:31;5;;QTBOREPD;700420;;EUROSOL AIT MELLOUL CR;2,12528E+11;2,12528E+11;;BLOC7 N 34 QUARTIE AZROU AIT MELLOUL Ait melloul;30.36014;-9.46214;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:46;5;;JHC7DYQV;701494;;MOSQUE AL AADL AZROU;2,12672E+11;2,12672E+11;;BLOC 8 MOSSQUEE AL AADL HAY AZROU Ait melloul;30.36057;-9.45637;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;11:57;5;;DHDJG0S4;701746;;Centre Temssia;2,12615E+11;2,12615E+11;;Avenue mokhtar soussi N 1161 Temssia Temsia;30.36537;-9.41482;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;12:36;5;;ACUGHLKY;700339;;CENTRE TAMAITE;2,12667E+11;2,12667E+11;;ROUTE PRINCIPALE TAMAITE Agadir;30.393389;-9.382933;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:00;5;;PD1HIDNM;700268;;DRARGUA LGOUIRA;2,12676E+11;2,12676E+11;;LOTISSEMENT MOULAY N 37 DRARGA Drargua;30.37982;-9.47527;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:07;5;;SFGHFW0H;701381;;EUROSOL DRARGUA;2,12528E+11;2,12528E+11;;LOT EL YAMAM HASSAN QUARTIE EL HANAE N 10 Ait melloul;30.38251;-9.4801;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:13;5;;AFSPUKH4;006927;;Chaabi Cash Akfousa Cash;2,12639E+11;2,12639E+11;;Hay Sidi Said Drarga Agadir Drarga Drargua;30.37924;-9.4797363;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:21;5;;D6Z31U8L;701607;;EL HAJEB TIKIOUINE;2,12678E+11;2,12678E+11;;HAY NAHDA El HAJEB N 138 BIS AVENUE D BLOC8 Tikiouine;30.37502;-9.49297;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:29;5;;EX1XVJ8B;701404;;TIKOUINE HAY ZAITOUNE;2,12661E+11;2,12661E+11;;HAY ZAITOUNE TIKIOUINE Tikiouine;30.38125;-9.4943;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:37;5;;CZAJE1T5;098431;;BC FRC TIKIOUINE;2,12213E+11;2,12213E+11;;HAY OUJAA CENTRE TIKIOUINE CASABLANCA;30.377537;-9.502124;;;1;0;DM220385952;M2T;BARID CASH;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:45;5;;8VYGXKR2;008086;;Tasshilat Boutoumit;2,1267E+11;2,1267E+11;;Douar Souiri Tikiouine Agadir Agadir;30.37412;-9.5117076;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;13:56;5;;ZMH2OOKM;700407;;AITMELLOUL;2,12528E+11;2,12528E+11;;Hay El Farah N? 1, Route Tiznit Ait melloul;30.3423;-9.50245;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;14:27;5;;HUXMT8AO;700234;;Ait Melloul Quartier Industriel;2,12606E+11;2,12606E+11;;61 avenue Ahmed al hansali programme argana 2 ait Ait melloul;30.32715;-9.49719;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;14:43;5;;ZFIISJ9G;006690;;Tasshilat Tirani;2,12669E+11;2,12669E+11;;Douar Takad Sidi Bibi Sidi bibi;30.25571;-9.52751;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;14:54;5;;D25ANR41;010524;;Chaabi Cash Maryla;2,12662E+11;2,12662E+11;;Lotissement Rochdi Centre Sidi Bibi Biougra Sidi Bibi Sidi bibi;30.23925;-9.5261;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;15:24;5;;J63M6VEE;098986;;AWY LQLIAA;2,12213E+11;2,12213E+11;;ROUTE DE BIOUGRA LQLIAA 86356 INEZGANE AIT MELLOUL CASABLANCA;30.297572;-9.462927;;;1;0;DM220385952;M2T;BARID CASH;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;15:36;5;;G523IMUM;701688;;Ait ouagmar oued Essafa;2,12645E+11;2,12645E+11;;MAG ait ouagmar Oued Essafa Biougra;30.3035;-9.44016;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;15:51;5;;4XFYNBAE;006230;;Chaabi Cash Maison de Quatre Saisons;2,12661E+11;2,12661E+11;;N 67 Lotis Talaint Laqliaa Lqliaa;30.3129;-9.47585;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;15:58;5;;IOR5TWKJ;006212;;Chaabi Cash Sefema;2,12696E+11;2,12696E+11;;Hay Laazib Laqliaa Lqliaa;30.318355;-9.480968;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;16:09;5;;J0YWBGMO;700507;;Ait melloul Quartier Admin;2,12661E+11;2,12661E+11;;Boulvard Mouqaouama Quartier admin Ait melloul;30.34108;-9.48427;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;16:19;5;;COB0KQJG;008098;;Chaabi Cash Doukkali;2,12667E+11;2,12667E+11;;N06 Bloc A Lot Yassmina 2 Ait Melloul Agadir Ait melloul;30.34665;-9.4889;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;16:26;5;;LYC0HDRU;702005;;AIT MELLOUL HAY ALMOUSAQBAL;2,1265E+11;2,1265E+11;;AV AIT BAAMRANE QUARTIER AL MOUSTAQBAL AIT MELLOUL Ait melloul;30.34774;-9.49503;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;16:57;5;;FK8B2UG9;008070;;Chaabi Cash Oussama El Jihadia Service;2,12666E+11;2,12666E+11;;N93 Av Aboubaker Seddik Dcheira El Jihadia Dcheira el jihadia;30.36782;-9.523303;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;17:07;5;;NBCGFLKF;008024;;Chaabi Cash Domaine Al Firdaws;2,12662E+11;2,12662E+11;;NÂ° 205 Rue Al Morabitine Lotissement Bani Iznassene Dcheira El Jihadia Dcheira el jihadia;30.37712;-9.52543;;;1;0;DM220385952;M2T;M2T;;;;;
79211-H-6;Mohamed HMIMOU;30/03/2022;;10:00-19:00;;17:23;5;;ZX3FHOCZ;702093;;Dcheira Hay Takarkourt;2,12605E+11;2,12605E+11;;N 327 Avenue Fayçal benabdelaziz lot dalila Dcheira el jihadia;30.37413;-9.54444;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;10:00;5;;BKKTBGOM;700236;;AL MASSAR MARRAKECH;2,12661E+11;2,12661E+11;;213 ALMASSAR MARRAKECH Almassar Marrakech;31.67764;-8.03904;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;10:21;5;;WOVSNOYL;083406;;BC MARRAKECH AL FADL;2,12213E+11;2,12213E+11;;AL FADL Quartier CHARAF 40074 MARRAKECH CASABLANCA;31.6778666;-8.0251748;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;10:38;5;;LJH7X1E0;700442;;MAR ALLAL AL FASSI;2,12525E+11;2,12525E+11;;IMM G BOUSTAN 2 GARAGE 38 Marrakech;31.66369;-8.00856;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;11:07;5;;3MWSC83Y;083890;;BC MARRAKECH AMERCHICH;2,12213E+11;2,12213E+11;;Rue de l'universitâ€š Hay Amerchich 40002 MARRAKECH CASABLANCA;31.6576806;-8.0037949;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;11:31;5;;4Y9XTWUE;083691;;BC MARRAKECH HAY MOHAMMADI;2,12213E+11;2,12213E+11;;Av . Chakib Arssalane unitâ€š 5 Hay Mohammadi 40033 MARRAKECH CASABLANCA;31.650537;-7.9965;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;11:38;5;;EAELITMQ;004216;;Chaabi Cash Baytherm Service;2,12662E+11;2,12662E+11;;16 Avenue Palestine Unite 2 Daouadiate Daouadiate Marrakech Marrakech;31.65365;-7.99179;;;1;0;DM220385952;M2T;M2T;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;13:47;5;;PFIEDPKM;700438;;MARMERCHICH;2,12524E+11;2,12524E+11;;MAGAZIN 4 IMM A3 SAAAD ALLAH Marrakech;31.629503;-7.980978;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;13:56;5;;54F5KCXG;097977;;MASTER CASH MARRAKECH BAB RHMATE;2,12213E+11;2,12213E+11;;Bab ghmate 32 bis rue BAHMAD MARRAKECH CASABLANCA;31.624556;-7.975894;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;14:13;5;;X9J8OSN4;000527;;Chaabi Cash M2t - Marrakech - Sidi Youssef Ben Ali;2,12613E+11;2,12613E+11;;20 Db Masmouda Sybali Marrakech Marrakech;31.61711;-7.97091;;;1;0;DM220385952;M2T;M2T;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;14:35;5;;U7MQGDWL;701808;;DOUAR DLAM SIDI YOUSSEF;2,12677E+11;2,12677E+11;;Douar dlam sidi youssef ben aliDouar dlam Marrakech;31.59793;-7.9594;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;15:06;5;;QHMOYBHI;701735;;BAB AHMER;2,12628E+11;2,12628E+11;;Bab hmer Marrakech;31.61401;-7.9773;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;15:23;5;;DUFHMUMT;083773;;BC MARRAKECH BAB AGNAOU;2,12213E+11;2,12213E+11;;Place Bab AGNAOU 40043 MARRAKECH CASABLANCA;31.6184967;-7.9910906;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;15:35;5;;EYDLLTCN;700282;;HARA;2,12661E+11;2,12661E+11;;HARA DB SOUSS N 32 MARRAKECH Marrakech;31.63241;-8.00226;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;15:42;5;;KIWIWJU1;700353;;MARELFNA;2,12524E+11;2,12524E+11;;Angle Rue Docteur Linares et Arest El Maach Marrakech;31.63429;-7.99859;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;15:50;5;;YK2V2MFA;004214;;Chaabi Cash Mony Sari;2,12661E+11;2,12661E+11;;18 Residence Wahda Angle Yacoub El Mansour Et Khalid Ibn Oualid Centre Gueliz Marrakech;31.63871;-8.00596;;;1;0;DM220385952;M2T;M2T;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;16:04;5;;HPDIDKVW;083834;;BC MARRAKECH PPAL;2,12213E+11;2,12213E+11;;Place du 16 Novembre Gueliz 40001 MARRAKECH CASABLANCA;31.6325505;-8.0093873;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;16:14;5;;4AAIDN1H;004205;;Chaabi Cash Winnagh Invest;2,1267E+11;2,1267E+11;;Mag N 27 Imm Jakar 24 Med V Gueliz Marrakech Marrakech;31.6335;-8.01566;;;1;0;DM220385952;M2T;M2T;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;16:26;5;;FRJYUAQS;083891;;BC MARRAKECH SIDI ABBAD;2,12213E+11;2,12213E+11;;120Ã¿ Lot Sidi Abbad II Quartier Sidi Abbad 40014 MARRAKECH CASABLANCA;31.6562171;-8.0176324;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23646-E-6;Omar Rassi;30/03/2022;;10:00-19:00;;16:38;5;;CGDOCPEG;701933;;MARIZDIHARFR;2,12706E+11;2,12706E+11;;MAGASIN N° 2/25 IMM LOT AL IZDIHAR AL KADISIA Marrakech;31.66455;-8.032234;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79347 A7;Bendriouiche Elyass;30/03/2022;;10:00-19:00;;09:59;5;;480PKE4D;700196;;Aourir Hay Igueroufoulous;2,12697E+11;2,12697E+11;;route imi imikki iguerofoulousaourir Agadir;30.50296;-9.6602;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
79347 A7;Bendriouiche Elyass;30/03/2022;;10:00-19:00;;10:08;5;;UHZAV0AX;700227;;CENTRE AOURIR;2,12661E+11;2,12661E+11;;Local sis tihaourine Aourir Agadir;30.49771;-9.67007;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
